Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Gender,CustomerName,City,State,Country,Continent,Product Name,Brand,Category,Subcategory,Unit Cost USD,Unit Price USD,Revenue_USD,Cost_USD,Profit_USD
408006,2,12-02-2016 00:00,25-02-2021 00:00,1551319,61,2496,4,USD,Male,Christopher Whitmire,Moorestown,New Jersey,United States,North America,Headphone Adapter for Contoso Phone E130 Silver,Contoso,Cell phones,Cell phones Accessories,5.09,9.99,39.96,20.36,19.6
408006,3,12-02-2016 00:00,25-02-2021 00:00,1551319,61,1826,1,USD,Male,Christopher Whitmire,Moorestown,New Jersey,United States,North America,"MGS Age of Empires, 2009 E182",Tailspin Toys,Games and Toys,Download Games,16.31,32,32,16.31,15.69
408006,4,12-02-2016 00:00,25-02-2021 00:00,1551319,61,1929,3,USD,Male,Christopher Whitmire,Moorestown,New Jersey,United States,North America,Fabrikam Refrigerator 9.7CuFt M5600 Grey,Fabrikam,Home Appliances,Refrigerators,226.71,493,1479,680.13,798.87
408007,1,12-02-2016 00:00,27-02-2021 00:00,656387,14,654,2,EUR,Male,Lothair D'Aubigné,MENTON,Provence-Alpes-Côte d'Azur,France,Europe,Proseware Ink Jet Wireless All-In-One Printer M400 Black,Proseware,Computers,"Printers, Scanners & Fax",59.32,129,258,118.64,139.36
408008,1,12-02-2016 00:00,26-02-2021 00:00,326510,10,1707,4,CAD,Male,Christopher Jeanlouis,Burlington,Ontario,Canada,North America,MGS Dal of Honor Airborne M150,Tailspin Toys,Games and Toys,Download Games,32.25,70.13,280.52,129,151.52
408010,1,12-02-2016 00:00,25-02-2021 00:00,1908175,47,115,2,USD,Female,Pastora Pagan,Hamilton Square,New Jersey,United States,North America,WWI Wireless Transmitter and Bluetooth Headphones X250 Silver,Wide World Importers,Audio,Bluetooth Headphones,82.83,249.99,499.98,165.66,334.32
409000,1,13-02-2016 00:00,25-02-2021 00:00,1747015,64,125,2,USD,Female,Karen Robinson,Missouri Valley,Iowa,United States,North America,"Adventure Works 19 Color Digital TV E35 Silver""",Adventure Works,TV and Video,Televisions,73.11,143.4,286.8,146.22,140.58
409000,2,13-02-2016 00:00,25-02-2021 00:00,1747015,64,1789,7,USD,Female,Karen Robinson,Missouri Valley,Iowa,United States,North America,MGS Rise of Nations: Thrones and Patriots2009 E145,Tailspin Toys,Games and Toys,Download Games,21.92,43,301,153.44,147.56
409000,3,13-02-2016 00:00,25-02-2021 00:00,1747015,64,120,7,USD,Female,Karen Robinson,Missouri Valley,Iowa,United States,North America,"Adventure Works 13 Color TV E25 Black""",Adventure Works,TV and Video,Televisions,61.17,119.99,839.93,428.19,411.74
409000,4,13-02-2016 00:00,25-02-2021 00:00,1747015,64,1788,1,USD,Female,Karen Robinson,Missouri Valley,Iowa,United States,North America,MGS Age of Mythology: Gold Edition 2009 E144,Tailspin Toys,Games and Toys,Download Games,21.92,43,43,21.92,21.08
409001,1,13-02-2016 00:00,17-02-2016 00:00,1856221,0,2094,2,USD,Female,Stephanie Moore,Folsom,California,United States,North America,Contoso Water Heater 1.5GPM E0800 Blue,Contoso,Home Appliances,Water Heaters,131.28,257.5,515,262.56,252.44
409001,2,13-02-2016 00:00,17-02-2016 00:00,1856221,0,161,7,USD,Female,Stephanie Moore,Folsom,California,United States,North America,"Adventure Works 52 LCD HDTV X790W Silver""",Adventure Works,TV and Video,Televisions,527.53,1592.2,11145.4,3692.71,7452.69
409001,3,13-02-2016 00:00,17-02-2016 00:00,1856221,0,1598,3,USD,Female,Stephanie Moore,Folsom,California,United States,North America,SV DVD External DVD Burner M200 Grey,Southridge Video,"Music, Movies and Audio Books",Movie DVD,26.62,57.88,173.64,79.86,93.78
409001,4,13-02-2016 00:00,17-02-2016 00:00,1856221,0,2109,3,USD,Female,Stephanie Moore,Folsom,California,United States,North America,Contoso Water Heater 1.5GPM E0800 Grey,Contoso,Home Appliances,Water Heaters,131.28,257.5,772.5,393.84,378.66
409002,1,13-02-2016 00:00,25-02-2021 00:00,1959938,66,560,7,USD,Male,Anthony Nangle,Chickasha,Oklahoma,United States,North America,Proseware Screen 100in M1609 White,Proseware,Computers,Projectors & Screens,87.37,190,1330,611.59,718.41
409003,1,13-02-2016 00:00,24-02-2021 00:00,919575,38,1315,1,GBP,Male,Liam Crawford,ALVECOTE,Tamworth,United Kingdom,Europe,Contoso Conversion Lens M550 Pink,Contoso,Cameras and camcorders,Cameras & Camcorders Accessories,94.27,205,205,94.27,110.73
409003,2,13-02-2016 00:00,24-02-2021 00:00,919575,38,2508,7,GBP,Male,Liam Crawford,ALVECOTE,Tamworth,United Kingdom,Europe,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver,Contoso,Cell phones,Cell phones Accessories,2.42,4.74,33.18,16.94,16.24
409003,3,13-02-2016 00:00,24-02-2021 00:00,919575,38,107,7,GBP,Male,Liam Crawford,ALVECOTE,Tamworth,United Kingdom,Europe,WWI Stereo Bluetooth Headphones New Generation M370 White,Wide World Importers,Audio,Bluetooth Headphones,61.16,132.99,930.93,428.12,502.81
409004,1,13-02-2016 00:00,25-02-2021 00:00,1303360,53,1634,1,USD,Female,Betty Johnson,Orlando,Florida,United States,North America,Contoso DVD 38 DVD Storage Binder E25 Silver,Contoso,"Music, Movies and Audio Books",Movie DVD,5.09,9.99,9.99,5.09,4.9
409004,2,13-02-2016 00:00,25-02-2021 00:00,1303360,53,2266,5,USD,Female,Betty Johnson,Orlando,Florida,United States,North America,WWI Wall Lamp E215 Blue,Wide World Importers,Home Appliances,Lamps,61.17,119.99,599.95,305.85,294.1
409004,3,13-02-2016 00:00,25-02-2021 00:00,1303360,53,1643,3,USD,Female,Betty Johnson,Orlando,Florida,United States,North America,Contoso DVD External DVD Burner M200 Grey,Contoso,"Music, Movies and Audio Books",Movie DVD,26.62,57.88,173.64,79.86,93.78
409004,4,13-02-2016 00:00,25-02-2021 00:00,1303360,53,1037,1,USD,Female,Betty Johnson,Orlando,Florida,United States,North America,A. Datum Advanced Digital Camera M300 Azure,A. Datum,Cameras and camcorders,Digital Cameras,86.68,188.5,188.5,86.68,101.82
409005,1,13-02-2016 00:00,24-02-2021 00:00,1156077,42,1334,2,GBP,Female,Sofia Rhodes,MUTTERTON,Exeter,United Kingdom,Europe,Contoso Expandable 3-Handset Cordless Phone System M204 Black,Contoso,Cell phones,Home & Office Phones,16.55,35.99,71.98,33.1,38.88
409005,2,13-02-2016 00:00,24-02-2021 00:00,1156077,42,1995,2,GBP,Female,Sofia Rhodes,MUTTERTON,Exeter,United Kingdom,Europe,Fabrikam Microwave 1.5CuFt X1100 Grey,Fabrikam,Home Appliances,Microwaves,220.64,665.94,1331.88,441.28,890.6
409006,1,13-02-2016 00:00,25-02-2021 00:00,1345382,56,2435,1,USD,Male,Jose Law,Manchester,New Hampshire,United States,North America,"Litware 14 High Velocity Floor Fan E801 Silver""",Litware,Home Appliances,Fans,22.94,44.99,44.99,22.94,22.05
409006,2,13-02-2016 00:00,25-02-2021 00:00,1345382,56,1563,2,USD,Male,Jose Law,Manchester,New Hampshire,United States,North America,The Phone Company PDA Phone Unlocked 3.5 inches M530 White,The Phone Company,Cell phones,Smart phones & PDAs,123.24,268,536,246.48,289.52
409006,3,13-02-2016 00:00,25-02-2021 00:00,1345382,56,456,1,USD,Male,Jose Law,Manchester,New Hampshire,United States,North America,WWI Desktop PC2.30 M2300 White,Wide World Importers,Computers,Desktops,257.06,559,559,257.06,301.94
409007,1,13-02-2016 00:00,20-02-2021 00:00,65163,5,1743,2,AUD,Female,Abigail Considen,Beaufort,Victoria,Australia,Australia,MGS Combat Flight Simulator 3 E119,Tailspin Toys,Games and Toys,Download Games,14.28,28,56,28.56,27.44
409008,1,13-02-2016 00:00,27-02-2021 00:00,581812,20,47,1,EUR,Male,David Dietrich,Reimerath,Rheinland-Pfalz,Germany,Europe,WWI 1GBPulse Smart pen E50 Black,Wide World Importers,Audio,Recording Pen,76.45,149.95,149.95,76.45,73.5
409008,2,13-02-2016 00:00,27-02-2021 00:00,581812,20,1323,2,EUR,Male,David Dietrich,Reimerath,Rheinland-Pfalz,Germany,Europe,Contoso 4 Handset Cordless Phone System M86 Black,Contoso,Cell phones,Home & Office Phones,16.55,35.99,71.98,33.1,38.88
409008,3,13-02-2016 00:00,27-02-2021 00:00,581812,20,111,7,EUR,Male,David Dietrich,Reimerath,Rheinland-Pfalz,Germany,Europe,WWI Wireless Transmitter and Bluetooth Headphones X250 Black,Wide World Importers,Audio,Bluetooth Headphones,82.83,249.99,1749.93,579.81,1170.12
409009,1,13-02-2016 00:00,27-02-2021 00:00,824810,32,2488,4,EUR,Female,Frederike Bekema,Boxtel,Noord-Brabant,Netherlands,Europe,Contoso Rubberized Skin BlackBerry E100 Black,Contoso,Cell phones,Cell phones Accessories,7.64,14.99,59.96,30.56,29.4
409009,2,13-02-2016 00:00,27-02-2021 00:00,824810,32,1576,1,EUR,Female,Frederike Bekema,Boxtel,Noord-Brabant,Netherlands,Europe,SV DVD Movies E100 Yellow,Southridge Video,"Music, Movies and Audio Books",Movie DVD,6.62,12.99,12.99,6.62,6.37
409010,1,13-02-2016 00:00,24-02-2021 00:00,1179746,39,2093,2,GBP,Male,Oscar Davison,OLDBURY,Sevenoaks,United Kingdom,Europe,Contoso Water Heater 2.6GPM E0900 Blue,Contoso,Home Appliances,Water Heaters,258.99,508,1016,517.98,498.02
409011,1,13-02-2016 00:00,27-02-2021 00:00,471223,23,437,5,EUR,Male,Stephan Werner,Mömlingen,Freistaat Bayern,Germany,Europe,Adventure Works Desktop PC1.80 ED182 White,Adventure Works,Computers,Desktops,254.86,499.9,2499.5,1274.3,1225.2
409011,2,13-02-2016 00:00,27-02-2021 00:00,471223,23,1170,1,EUR,Male,Stephan Werner,Mömlingen,Freistaat Bayern,Germany,Europe,Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 White,Fabrikam,Cameras and camcorders,Camcorders,291.09,633,633,291.09,341.91
409011,3,13-02-2016 00:00,27-02-2021 00:00,471223,23,55,8,EUR,Male,Stephan Werner,Mömlingen,Freistaat Bayern,Germany,Europe,WWI 4GB Video Recording Pen X200 Pink,Wide World Importers,Audio,Recording Pen,98.07,296,2368,784.56,1583.44
409011,4,13-02-2016 00:00,27-02-2021 00:00,471223,23,18,3,EUR,Male,Stephan Werner,Mömlingen,Freistaat Bayern,Germany,Europe,Contoso 8GB Super-Slim MP3/Video Player M800 Green,Contoso,Audio,MP4&MP3,50.56,109.95,329.85,151.68,178.17
409011,6,13-02-2016 00:00,27-02-2021 00:00,471223,23,1654,2,EUR,Male,Stephan Werner,Mömlingen,Freistaat Bayern,Germany,Europe,Contoso DVD 14-Inch Player Portable L100 Silver,Contoso,"Music, Movies and Audio Books",Movie DVD,86.14,259.99,519.98,172.28,347.7
409012,1,13-02-2016 00:00,25-02-2021 00:00,2044567,57,1243,5,USD,Female,Catriona Dickson,Warner Robins,Georgia,United States,North America,Fabrikam Social Videographer 1'' 25mm E400 White,Fabrikam,Cameras and camcorders,Camcorders,95.85,188,940,479.25,460.75
409013,1,13-02-2016 00:00,25-02-2021 00:00,1837049,64,1458,2,USD,Female,Sherrie Horne,Pottstown,Pennsylvania,United States,North America,The Phone Company Touch Screen Phones - LCD M12 Gold,The Phone Company,Cell phones,Touch Screen Phones,91.97,200,400,183.94,216.06
409013,2,13-02-2016 00:00,25-02-2021 00:00,1837049,64,336,6,USD,Female,Sherrie Horne,Pottstown,Pennsylvania,United States,North America,SV Car Video LCD7W M7082 Brown,Southridge Video,TV and Video,Car Video,321.44,699,4194,1928.64,2265.36
409014,1,13-02-2016 00:00,27-02-2021 00:00,448232,19,451,10,EUR,Female,Michelle Maurer,Aurich,Niedersachsen,Germany,Europe,WWI Desktop PC2.30 M2300 Silver,Wide World Importers,Computers,Desktops,257.06,559,5590,2570.6,3019.4
409014,2,13-02-2016 00:00,27-02-2021 00:00,448232,19,1514,1,EUR,Female,Michelle Maurer,Aurich,Niedersachsen,Germany,Europe,The Phone Company Smart phones 160x160 M26 Gold,The Phone Company,Cell phones,Smart phones & PDAs,95.65,208,208,95.65,112.35
409014,3,13-02-2016 00:00,27-02-2021 00:00,448232,19,1420,1,EUR,Female,Michelle Maurer,Aurich,Niedersachsen,Germany,Europe,The Phone Company Finger Touch Screen Phones M30 Black,The Phone Company,Cell phones,Touch Screen Phones,91.51,199,199,91.51,107.49
409015,1,13-02-2016 00:00,27-02-2021 00:00,613693,15,1175,2,EUR,Female,Vignette Ruest,MANTES-LA-JOLIE,Île-de-France,France,Europe,Fabrikam Budget Moviemaker 2/3'' 17mm E100 White,Fabrikam,Cameras and camcorders,Camcorders,209.03,410,820,418.06,401.94
409016,1,13-02-2016 00:00,25-02-2021 00:00,1451919,63,1402,6,USD,Female,Chelsea Stockton,Downey,California,United States,North America,Contoso Expandable 4-Handset Cordless Phone System M206 Grey,Contoso,Cell phones,Home & Office Phones,20.15,43.81,262.86,120.9,141.96
409016,2,13-02-2016 00:00,25-02-2021 00:00,1451919,63,864,2,USD,Female,Chelsea Stockton,Downey,California,United States,North America,Contoso Optical USB Mouse M45 White,Contoso,Computers,Computers Accessories,23.45,50.99,101.98,46.9,55.08
409016,3,13-02-2016 00:00,25-02-2021 00:00,1451919,63,71,3,USD,Female,Chelsea Stockton,Downey,California,United States,North America,NT Wireless Bluetooth Stereo Headphones E102 Black,Northwind Traders,Audio,Bluetooth Headphones,22.05,47.95,143.85,66.15,77.7
409016,4,13-02-2016 00:00,25-02-2021 00:00,1451919,63,2114,8,USD,Female,Chelsea Stockton,Downey,California,United States,North America,Contoso Water Heater 1.5GPM E0800 Red,Contoso,Home Appliances,Water Heaters,131.28,257.5,2060,1050.24,1009.76
409018,1,13-02-2016 00:00,24-02-2021 00:00,1083191,37,2023,1,GBP,Male,Ewan Manning,CARCLEW,Cornwall,United Kingdom,Europe,Litware Microwave 0.9CuFt E090 White,Litware,Home Appliances,Microwaves,50.98,99.99,99.99,50.98,49.01
409018,2,13-02-2016 00:00,24-02-2021 00:00,1083191,37,173,2,GBP,Male,Ewan Manning,CARCLEW,Cornwall,United Kingdom,Europe,SV 8xDVD E120 Black,Southridge Video,TV and Video,VCD & DVD,45.83,89.9,179.8,91.66,88.14
409019,1,13-02-2016 00:00,24-02-2021 00:00,1157316,41,184,1,GBP,Female,Cerys Wood,MICKFIELD,Mid Suffolk,United Kingdom,Europe,SV 16xDVD E340 Silver,Southridge Video,TV and Video,VCD & DVD,45.53,99,99,45.53,53.47
409020,1,13-02-2016 00:00,24-02-2016 00:00,250944,0,1977,1,CAD,Male,Dallas Hudson,Welland,Ontario,Canada,North America,Litware Refrigerator 9.7CuFt M560 Orange,Litware,Home Appliances,Refrigerators,226.71,493,493,226.71,266.29
409021,1,13-02-2016 00:00,22-02-2016 00:00,730203,0,1642,1,EUR,Male,Cupido Napolitano,Bienate,Milano,Italy,Europe,Contoso DVD External DVD Burner M200 Black,Contoso,"Music, Movies and Audio Books",Movie DVD,26.62,57.88,57.88,26.62,31.26
409022,1,13-02-2016 00:00,25-02-2016 00:00,944448,0,1850,4,GBP,Male,Bailey Hunter,HORTON-CUM-STUDLEY,South Oxfordshire,United Kingdom,Europe,NT Washer & Dryer 21in E2100 White,Northwind Traders,Home Appliances,Washers & Dryers,815.68,1599.9,6399.6,3262.72,3136.88
410000,1,14-02-2016 00:00,25-02-2021 00:00,1349131,51,1605,1,USD,Female,Katherine Rosales,Jackson,Mississippi,United States,North America,SV DVD 15-Inch Player Portable L200 Black,Southridge Video,"Music, Movies and Audio Books",Movie DVD,96.08,289.99,289.99,96.08,193.91
410000,2,14-02-2016 00:00,25-02-2021 00:00,1349131,51,2159,2,USD,Female,Katherine Rosales,Jackson,Mississippi,United States,North America,Adventure Works Coffee Maker Auto 10C M100 Grey,Adventure Works,Home Appliances,Coffee Machines,343.05,745.99,1491.98,686.1,805.88
410000,3,14-02-2016 00:00,25-02-2021 00:00,1349131,51,2110,2,USD,Female,Katherine Rosales,Jackson,Mississippi,United States,North America,Contoso Water Heater 7.2GPM X1800 Red,Contoso,Home Appliances,Water Heaters,488.7,1475,2950,977.4,1972.6
410001,1,14-02-2016 00:00,26-02-2021 00:00,316485,10,609,7,CAD,Female,Mary Parshall,Rolphton,Ontario,Canada,North America,Contoso Screen 85in E085 Silver,Contoso,Computers,Projectors & Screens,70.87,139,973,496.09,476.91
410001,2,14-02-2016 00:00,26-02-2021 00:00,316485,10,425,4,CAD,Female,Mary Parshall,Rolphton,Ontario,Canada,North America,Adventure Works Desktop PC1.80 ED180 Black,Adventure Works,Computers,Desktops,188.13,369,1476,752.52,723.48
411000,1,15-02-2016 00:00,27-02-2021 00:00,761306,30,148,3,EUR,Female,Antonina Davide,Toll,Bolzano,Italy,Europe,"Adventure Works 52 LCD HDTV X590 Brown""",Adventure Works,TV and Video,Televisions,960.82,2899.99,8699.97,2882.46,5817.51
411001,1,15-02-2016 00:00,25-02-2021 00:00,1796950,63,1063,2,USD,Female,Mary Fernandez,Grand Rapids,Michigan,United States,North America,"A. Datum SLR Camera 35 M358 Gold""",A. Datum,Cameras and camcorders,Digital SLR Cameras,155.43,338,676,310.86,365.14
411001,2,15-02-2016 00:00,25-02-2021 00:00,1796950,63,58,2,USD,Female,Mary Fernandez,Grand Rapids,Michigan,United States,North America,WWI 1GB Digital Voice Recorder Pen E100 Red,Wide World Importers,Audio,Recording Pen,79.53,156,312,159.06,152.94
411001,3,15-02-2016 00:00,25-02-2021 00:00,1796950,63,1575,1,USD,Female,Mary Fernandez,Grand Rapids,Michigan,United States,North America,SV DVD Player M140 Gold,Southridge Video,"Music, Movies and Audio Books",Movie DVD,28.05,60.99,60.99,28.05,32.94
411001,4,15-02-2016 00:00,25-02-2021 00:00,1796950,63,1390,8,USD,Female,Mary Fernandez,Grand Rapids,Michigan,United States,North America,Contoso Private Automatic Branch Exchange M65 Grey,Contoso,Cell phones,Home & Office Phones,17.93,38.99,311.92,143.44,168.48
411001,5,15-02-2016 00:00,25-02-2021 00:00,1796950,63,442,1,USD,Female,Mary Fernandez,Grand Rapids,Michigan,United States,North America,WWI Desktop PC1.80 E1801 Silver,Wide World Importers,Computers,Desktops,137.6,269.9,269.9,137.6,132.3
411002,1,15-02-2016 00:00,25-02-2016 00:00,1965605,0,1616,4,USD,Male,Charlie Davis,Squaw Gap,North Dakota,United States,North America,Contoso DVD Player M100 Black,Contoso,"Music, Movies and Audio Books",Movie DVD,26.21,56.99,227.96,104.84,123.12
411003,1,15-02-2016 00:00,25-02-2021 00:00,1602459,65,86,3,USD,Male,Daniel Simmons,Englewood,Colorado,United States,North America,NT Wireless Bluetooth Stereo Headphones M402 Black,Northwind Traders,Audio,Bluetooth Headphones,45.98,99.99,299.97,137.94,162.03
411003,2,15-02-2016 00:00,25-02-2021 00:00,1602459,65,2102,2,USD,Male,Daniel Simmons,Englewood,Colorado,United States,North America,Contoso Water Heater 4.0GPM M1250 Silver,Contoso,Home Appliances,Water Heaters,363.75,791,1582,727.5,854.5
411003,3,15-02-2016 00:00,25-02-2021 00:00,1602459,65,1609,4,USD,Male,Daniel Simmons,Englewood,Colorado,United States,North America,SV DVD 14-Inch Player Portable L100 Silver,Southridge Video,"Music, Movies and Audio Books",Movie DVD,86.14,259.99,1039.96,344.56,695.4
411004,1,15-02-2016 00:00,25-02-2021 00:00,1916734,61,1603,4,USD,Male,Mandel Foucault,Elsie,Michigan,United States,North America,SV DVD 7-Inch Player Portable E200 Black,Southridge Video,"Music, Movies and Audio Books",Movie DVD,56.08,109.99,439.96,224.32,215.64
411004,2,15-02-2016 00:00,25-02-2021 00:00,1916734,61,1632,2,USD,Male,Mandel Foucault,Elsie,Michigan,United States,North America,Contoso DVD 48 DVD Storage Binder M50 Silver,Contoso,"Music, Movies and Audio Books",Movie DVD,8.27,17.99,35.98,16.54,19.44
411004,3,15-02-2016 00:00,25-02-2021 00:00,1916734,61,64,1,USD,Male,Mandel Foucault,Elsie,Michigan,United States,North America,WWI 2GB Spy Video Recorder Pen M300 Silver,Wide World Importers,Audio,Recording Pen,83.24,181,181,83.24,97.76
411005,1,15-02-2016 00:00,26-02-2021 00:00,211746,9,80,1,CAD,Male,Matthew Seiler,Calgary,Alberta,Canada,North America,NT Wireless Bluetooth Stereo Headphones E302 Yellow,Northwind Traders,Audio,Bluetooth Headphones,18.65,40.55,40.55,18.65,21.9
411005,2,15-02-2016 00:00,26-02-2021 00:00,211746,9,1008,2,CAD,Male,Matthew Seiler,Calgary,Alberta,Canada,North America,A. Datum Consumer Digital Camera M300 Orange,A. Datum,Cameras and camcorders,Digital Cameras,84.84,184.5,369,169.68,199.32
411005,3,15-02-2016 00:00,26-02-2021 00:00,211746,9,125,2,CAD,Male,Matthew Seiler,Calgary,Alberta,Canada,North America,"Adventure Works 19 Color Digital TV E35 Silver""",Adventure Works,TV and Video,Televisions,73.11,143.4,286.8,146.22,140.58
411006,1,15-02-2016 00:00,25-02-2021 00:00,1627570,63,2090,2,USD,Male,Paul Thompson,Salt Lake City,Utah,United States,North America,Contoso Water Heater 7.2GPM X1800 Blue,Contoso,Home Appliances,Water Heaters,488.7,1475,2950,977.4,1972.6
411006,2,15-02-2016 00:00,25-02-2021 00:00,1627570,63,99,3,USD,Male,Paul Thompson,Salt Lake City,Utah,United States,North America,WWI Wireless Bluetooth Stereo Headphones M170 Black,Wide World Importers,Audio,Bluetooth Headphones,55.18,120,360,165.54,194.46
411006,4,15-02-2016 00:00,25-02-2021 00:00,1627570,63,93,8,USD,Male,Paul Thompson,Salt Lake City,Utah,United States,North America,WWI Stereo Bluetooth Headphones E1000 Blue,Wide World Importers,Audio,Bluetooth Headphones,34.36,67.4,539.2,274.88,264.32
